Handle,Tracklist,Format,Label,ReleaseYear
the-jam-the-gift-lp-new-vinyl-0602537459148,"1. Happy Together 
2. Ghosts 
3. Precious 
4. Just Who Is The 5 O'Clock Hero? 
5. ""Trans-Global Express"" 
6. Running On The Spot 
7. Circus 
8. The Planner's Dream Goes Wrong 
9. Carnation 
10. Town Called Malice 
11. The Gift ",Vinyl,"Polydor, Polydor",2014
james-be-opened-by-the-wonderful-40-years-orchestrated-lp-new-vinyl-nblm2lpy,"1. Sometimes 
2. Love Make A Fool 
3. We're Gonna Miss You 
4. Tomorrow 
5. The Lake 
6. She's A Star 
7. Lookaway 
8. Sit Down 
9. Alaskan Pipeline 
10. Someone's Got It In For Me 
11. Hey Ma 
12. Hello 
13. Beautiful Beaches 
14. Why So Close 
15. Medieval 
16. Say Something 
17. Top Of The World 
18. Moving On 
19. Laid ",Vinyl,"Virgin Music Label & Artist Services, Virgin Music",2023
james-gold-mother-lp-new-vinyl-3558874,"1. Come Home (Flood Mix) (3:54)
2. Lose Control (3:59)
3. Government Walls (5:43)
4. God Only Knows (4:35)
5. You Can't Tell How Much Suffering (On A Face That's Always Smiling) (2:50)
6. How Was It For You (4:03)
7. Sit Down (4:03)
8. Walking The Ghost (6:08)
9. Gold Mother (7:51)
10. Top Of The World (3:48)
11. Come Home (Original Version) (4:58)
12. Crescendo (6:57)
13. Hang On (4:03)",Vinyl,"Fontana, Mercury, UMC",2023
james-laid-lp-new-vinyl-0602547096401,"1. Out To Get You (4:27)
2. Sometimes (Lester Piggott) (5:08)
3. Dream Thrum (4:47)
4. One Of The Three (4:08)
5. Say Something (3:26)
6. Five-O (5:24)
7. P.S. (5:04)
8. Everybody Knows (3:28)
9. Knuckle Too Far (4:40)
10. Low Low Low (2:52)
11. Laid (2:36)
12. Lullaby (3:48)
13. Skindiving (5:42)",Vinyl,Fontana,2015
elmore-james-blues-after-hours-plus-lp-new-vinyl-vp90017,"1. Dust My Blues (3:11)
2. Sunnyland (3:19)
3. Mean And Evil (2:16)
4. Dark And Dreary (2:48)
5. Standing At The Crossroads (2:47)
6. Happy Home (2:46)
7. No Love In My Heart (2:24)
8. Blues Before Sunrise (2:45)
9. I Was A Fool (2:51)
10. Goodbye Baby (2:59)
11. Dust My Broom 
12. I Believe 
13. Can't Stop Lovin' 
14. It Hurts Me Too 
15. The Sky Is Crying 
16. I Can't Hold Out 
17. Rollin' And Tumblin' 
18. Shake Your Moneymaker 
19. Anna Lee ",Vinyl,Vinyl Passion,2017
etta-james-at-last-19-greatest-hits-lp-new-vinyl-vpl80032c,"1. At Last 
2. Trust In Me 
3. Fool That I Am 
4. Don't Cry Baby 
5. Stormy Weather 
6. Sunday Kind Of Love 
7. I Just Want To Make Love To You 
8. My Dearest Darling 
9. A Sunday Kind Of Love 
10. Something's Got A Hold On Me 
11. Pushover 
12. Tell Mama 
13. I'd Rather Go Blind 
14. Security 
15. All I Could Do Was Cry 
16. The Wallflower (Dance With Me, Henry) 
17. Good Rockin' Daddy 
18. Seven Day Fool 
19. At Last (Single Version) ","1xVinyl, LP, Compilation, Limited Edition, Coloured Vinyl, Translucent Blue Vinyl, 180 Gram, Reissue","Vinyl Passion, Chess",2025
etta-james-19-greatest-hits-at-last-lp-new-vinyl-vp80032,"1. At Last 
2. The Wallflower 
3. All I Could Do Was Cry 
4. Spoonful 
5. My Dearest Darling 
6. Fools Rush In 
7. Something's Got A Hold On Me 
8. Seven Day Fool 
9. How Do You Speak To An Ang 
10. Trust In Me 
11. Don't Cry, Baby 
12. Stop The Wedding 
13. Fool That I Am 
14. Good Rockin' Daddy 
15. Nest Door To The Blues 
16. If I Can't Have You 
17. It's Too Soon To Know 
18. Would It Make Any Difference To You 
19. Dream ",Vinyl,Vinyl Passion,2013
etta-james-miss-etta-james-etta-sings-standards-lp-new-vinyl-vp90121,"1. Dance With Me Henry 
2. Do Something Crazy 
3. Woman 
4. My One And Only 
5. I Hope You're Satisfied 
6. Good Rockin' Daddy 
7. Hey! Henry 
8. Strange Things (Happening) 
9. That's All 
10. How Big A Fool 
11. At Last 
12. Don't Blame Me 
13. Fools Rush In 
14. Stormy Weather 
15. Dream 
16. Someone To Watch Over Me 
17. It Could Happen To You 
18. Prisoner Of Love 
19. These Foolish Things 
20. One For My Baby (And One More For The Road) ",Vinyl,Vinyl Passion,2019
rick-james-collected-lp-new-vinyl-movlp3771,"1. You And I 
2. Mary Jane 
3. High On Your Love Suite 
4. Bustin' Out (On Funk) 
5. Love Gun 
6. Come Into My Life - Part 1 
7. Big Time 
8. Give It To Me Baby 
9. Super Freak 
10. Ghetto Life 
11. Dance Wit' Me - Pt. 1 
12. She Blew My Mind (69 Times) 
13. Hard To Get 
14. Standing On he Top 
15. Cold Blooded 
16. U Bring The Freak Out 
17. Ebony Eyes 
18. 17 
19. You Turn Me On 
20. Glow 
21. Can't Stop 
22. Spend The Night With Me 
23. Sweet And Sexy Thing 
24. Loosey's Rap 
25. In The Ghetto ",Vinyl,"Music On Vinyl, Universal Music, Artone Label Group",2025
jamiroquai-dynamite-lp-new-vinyl-19658720251,"1. Feels Just Like It Should (4:38)
2. Dynamite (4:58)
3. Seven Days In Sunny June (4:00)
4. Electric Mistress (3:49)
5. Starchild (5:12)
6. Love Blind (3:34)
7. Talullah (6:03)
8. (Don't) Give Hate A Chance (5:01)
9. World That He Wants (3:07)
10. Black Devil Car (4:43)
11. Hot Tequila Brown (4:33)
12. Time Won't Wait (4:57)",Vinyl,Sony Music,2022
jamiroquai-emergency-on-planet-earth-lp-new-vinyl-19658702311,"1. When You Gonna Learn (3:47)
2. Too Young To Die (6:04)
3. Hooked Up (4:36)
4. If I Like It, I Do It (4:53)
5. Music Of The Mind (6:22)
6. Emergency On Planet Earth (4:04)
7. Whatever It Is, I Just Can't Stop (6:04)
8. Blow Your Mind (8:32)
9. Revolution 1993 (10:16)
10. Didgin' Out (2:36)",Vinyl,"Sony Music, Legacy",2022
jamiroquai-high-times-singles-19922006-lp-new-vinyl-19658708091,"1. When You Gonna Learn (3:49)
2. Too Young To Die (3:23)
3. Blow Your Mind (3:56)
4. Emergency On Planet Earth (3:37)
5. Space Cowboy (3:37)
6. Virtual Insanity (3:49)
7. Cosmic Girl (3:47)
8. Alright (3:42)
9. High Times (4:10)
10. Deeper Underground (4:46)
11. Canned Heat (3:48)
12. Little L (3:59)
13. Love Foolosophy (3:47)
14. Corner Of The Earth (3:56)
15. You Give Me Something (3:24)
16. Feels Just Like It Should (4:33)
17. Seven Days In Sunny June (4:02)
18. (Don't) Give Hate A Chance (3:50)
19. Runaway (3:46)
20. Radio (4:12)",Vinyl,Sony Music,2022
